Geneid	D-1
MIR4278	0
LOC442132	0
LINC02123	0
MIR380	0
LOC643327	0
LOC100507551	77
LINC02609	0
LINC02226	0
MIR4458HG	0
MIR4458	0
LINC02199	0
MIR4636	0
SEMA5A-AS1	0
SNHG18	0
SNORD123	0
LINC02112	0
LINC02221	0
MIR4686	0
MIR4651	1
MIR4735	0
ROPN1L-AS1	2
MIR6131	0
LINC02212	0
LINC02213	0
UBR4	1381
LINC01194	0
LINC02220	0
SMIM10L1	487
AP1M2	6
MIR650	1
SNORD170	0
SNORD141A	0
SNORD141B	0
LOC100130744	60
MIR4637	0
LINC02149	0
CTD-2350J17.1	0
MIR887	0
LOC401176	0
LINC02150	0
LOC101929524	5
TSSK6	40
GPR61	0
HMCN1	6
BASP1-AS1	0
LINC02111	0
LINC02217	17
LINC02218	3
LINC02223	1
PHF23	572
SFRP5	3
KLHL41	2
CDH18-AS1	0
LINC02241	0
LINC02146	0
GUSBP1	79
EIF3M	3474
PMCHL1	0
LINC02239	0
LINC02228	0
LINC02211	0
LINC02103	0
LSP1P3	0
LOC101929645	0
LINC02109	0
LINC02064	0
LOC105374704	0
IMPDH2	8434
MIR4279	0
SCAP	2108
HRG	0
LINC02120	0
LINC02160	2
GIPR	129
C1QTNF3-AMACR	4
IRF2	279
ELOA3B	0
GSDMD	1367
NDUFA11	4402
ZDHHC18	613
LINC00909	131
MANCR	1
PHYHD1	1
CAPSL	1
LOC100506406	0
ARNT2	0
MIR580	0
FOXD4L1	5
FOXB1	0
HABP4	371
ZFX	298
LRRIQ4	0
TENT4A	580
NIPBL-DT	203
TLR6	28
LOC105374727	0
CCZ1	479
LRIT1	0
DDX24	1966
KNL1	865
KCNN1	12
FERMT1	338
GDNF-AS1	0
LINC02110	0
LINC02107	0
LINC02119	0
CLCF1	25
VPS4A	1728
EGFLAM-AS4	0
EGFLAM-AS2	0
NXN	82
LIFR-AS1	0
MIR3650	0
OSMR-AS1	0
LINC01265	0
KPNA7	0
IRS4	0
OR2F1	0
OR2C1	0
OR3A3	0
ZNF264	60
DEFB130B	0
TEX37	0
LINC02104	10
LINC00603	0
TBC1D3J	0
IFT80	3
DTD2	236
SLC26A8	5
SNORD72	3
FBXW8	184
TMEM86A	13
SH3PXD2B	295
OXCT1-AS1	4
RPP25	793
CMTM6	1627
TEFM	276
LOC101926960	0
JMJD7-PLA2G4B	0
ARMS2	0
FLJ32255	881
LOC648987	101
RESP18	0
LOC153684	103
LOC100132356	51
LOC100506639	21
CYP4F12	0
HPCAL4	6
FAM118B	381
MCM4	6575
PDZD4	1
NPB	0
BOD1L1	1157
NNT-AS1	247
EFCAB10	12
FGF10-AS1	0
LINC02224	0
MRPS30-DT	28
AVIL	21
LINC02106	0
LOC642366	0
LINC02118	0
H2BC18	41
MIR199B	1
INSL3	56
MESTIT1	0
SNORD76	9
LOC257396	11
MANBAL	156
MCM3AP-AS1	87
LINC02105	0
MIR581	2
LINC01033	0
LOC102467080	0
LOC102467081	0
PTPN14	55
MIR449C	0
RNASE2	1284
MIR193A	0
MIR198	0
MIR197	0
VTRNA2-1	0
MIR300	0
MIR192	0
MIR107	0
LUADT1	0
HOXA10-AS	12
MIR149	0
ANO1	16
MIR9-1	0
MIR138-1	0
MIR153-2	0
MIR153-1	0
MAP3K2	399
MIR5687	0
RNF138P1	43
MIR320A	0
SYNPO2L	3
VMA21	1520
ARF5	3196
ARF4	1731
TTBK2	374
ZNF710	402
FLJ31104	1
LINC01948	0
C12orf50	1
SCARF2	129
LINCR-0003	1
LOC101928505	2
LINC02225	0
LINC02101	0
MIR548AE2	0
LINC02108	0
ECHS1	2174
KPNB1	7814
SEC23A	630
PIGO	362
DHCR24	6467
TMEM221	2
SMIM15-AS1	0
LINC02057	0
C5orf64	0
LOC101928651	0
C5orf64-AS1	0
KCNK2	2
RHOC	571
IPO11-LRRC70	0
SGTB	161
HIVEP1	57
DVL3	1322
RPL26	10798
AADAC	0
SNX30	146
OR9G9	0
OR8U8	0
CENPF	2070
TNS3	810
PCDHB5	0
UPB1	155
RAB14	1386
NIPBL	868
LOC100303749	0
AAMP	2419
MYH1	0
PCDHA1	3
LINC02065	0
LINC02229	0
ZNF491	0
ZNF441	0
KRT222	1
MAST4-AS1	0
IRAK2	107
LINC02242	0
LOC101928858	0
LINC02219	0
NADSYN1	1164
LINC02198	0
CPO	3
SNORA50D	0
ZNF770	622
UPF3B	1237
STAMBPL1	130
EID1	8090
SMPX	0
SLC7A11	308
AGXT	0
LOC101928924	0
SMKR1	4
SPRR3	0
SNORD13B-2	0
SNORD13B-1	0
GTF2H2B	22
GUSBP3	5
LOC101929599	0
HDDC2	3504
MED14OS	6
LOC441081	0
GUSBP9	7
RNF2	355
CYP27A1	11
IL13RA1	209
OCLNP1	0
LINC02197	0
PMCHL2	0
FUBP3	1010
CD3D	1
MIR4803	0
PILRA	37
C6orf163	15
PGC	1
KLHL33	9
LOC102503427	0
LINC02056	0
UBFD1	713
OSTM1	534
PSME2	1398
PSMD13	3594
RNF139	536
MIR4804	0
SPEF1	6
PRKAB1	337
KLHL6	466
LOC105379030	0
LOC340090	1
LINC02230	0
GSS	834
LINC01386	0
GOLGA8A	635
IFIT5	22
CDH24	166
PRRC1	984
GDF2	0
LINC01335	0
LINC01333	0
LINC01331	0
SDSL	798
TRMT9B	0
MIR549A	0
MIR519A2	0
MIR526A1	0
VLDLR-AS1	1
MIR520E	0
MIR511	0
LINC02731	0
LOC441086	0
CLCN1	1
CD72	11
ZNF35	136
SFRP4	23
CNOT9	1370
HBE1	0
LOC441087	6
LOC101929109	0
NCRUPAR	0
GMPPB	480
NR0B2	0
PIEZO2	2
SNORA47	1
ZBED3-AS1	8
SUN3	5
LOC101929154	0
WTIP	41
SCAMP1-AS1	185
GYPB	0
BLVRB	536
RANBP17	0
LINC01455	0
TGFBR2	576
CTD-2201I18.1	0
STK40	1513
PRAMEF15	0
LOC644936	2
CRSP8P	150
ITGB1BP2	21
LINC01337	5
ORAI3	219
RASGRF2-AS1	0
CKMT2-AS1	56
OR14K1	0
CHRNE	4
TEX15	0
MIR3977	0
LINC01338	1
SCARNA18	0
MRPL17	1374
VCAN-AS1	0
GRP	0
NBPF22P	0
LINC02059	0
MIR4280	0
LOC101929380	1
LINC01949	1
C9	0
CLTC	4058
LOC644285	43
P4HB	13117
LINC02488	0
NBPF12	7
CSDC2	0
TMEM161B-AS1	320
LINC02060	0
LINC00461	0
MEF2C-AS2	0
CTBP1-AS	50
BZW1-AS1	0
LRRTM4-AS1	0
PANK3	1165
SRD5A3	587
RAB15	5
ACTG2	0
MEF2C-AS1	22
MIR3660	0
LINC01339	0
KRT78	0
LOC731157	1
C1orf100	1
AKAP13	1135
HOXA10	685
ZNF670	53
CARD18	0
BARX1	9
GABPB1-IT1	250
ARRDC3-AS1	22
LINC00514	4
FAM83H-AS1	0
FAM172A	199
MIR2277	0
SHANK3	1
LPCAT1	2006
MCTP1	506
LINC01554	2
LOC101929710	0
MIR583	0
CD300A	178
TMEM265	53
PRICKLE4	46
FLJ44635	25
ECRG4	0
CCDC88C	473
HOXD1	0
SPATA31D3	0
NSUN7	3
LINC01340	0
LINC02234	0
LINC01846	0
RGMB-AS1	0
ADH1A	0
SNX21	30
LINC02062	1
LOC100289230	14
LINC02113	0
LOC100133050	0
MIR548P	0
TIGD6	56
GPR37L1	1
LINC00492	0
LINC00491	0
SREBF2	3818
LOC441204	34
LINC01579	3
LINC02115	0
SMNDC1	1025
MT1B	0
RAB9BP1	0
LINC01950	0
OR5AR1	0
SMARCD3	481
LINC01023	37
LINC01781	0
LINC02428	0
LOC285638	3
LINC01848	0
GALE	802
PREX2	2
STARD4-AS1	45
PKN1	5519
CD8B2	0
NREP-AS1	0
CAPNS1	3514
SNORA13	2
LOC101927023	0
LINC02200	0
LOC102467216	0
GOLGA6L3	0
CD109	23
EMC3	489
DLGAP1-AS2	2
LOC101927078	5
LINC01957	2
TMEM183B	261
TTYH1	9
TMED7	871
LOC101927100	1
LOC102467217	0
CINP	513
GSTO2	31
MALAT1	1468
FXYD7	0
LOC101927190	2
SEMA6A-AS1	3
SEMA6A-AS2	12
LINC02214	2
LINC00992	0
LINC02147	0
LINC02148	0
LINC02208	0
LINC02215	0
LOC105379143	6
BCAT2	1605
MIR5706	0
LYPD6	0
LOC102467226	11
ZMYND19	1214
NUS1	1727
FOXP4	815
CLGN	75
MGC32805	0
LOC101927357	0
LINC02201	0
LOC105379152	0
C16orf96	7
DEFB103B	0
GPRC5D	0
TMEM14A	100
SUCLG1	2864
LOC101927421	0
LINC02240	0
LINC02039	0
LOC101927488	0
TTC28	11
FBXO45	1207
MSGN1	0
UPK3A	0
LINC01309	0
LINC02169	34
OR5M1	0
MIR212	1
AGAP7P	7
FOXP4-AS1	143
LMNB1-DT	2
RNU4ATAC	10
TMEM238L	0
SNHG4	256
C5orf63	28
TEX46	2
TAB3	335
H2AC6	58
KCNK5	488
DCHS1	45
CTXN3	0
LHX2	98
GPR146	9
LINC01184	113
LORICRIN	0
LAMA2	17
MIR4633	0
MIR4460	0
ADAMTS19-AS1	0
UTP20	442
PDAP1	5290
MTNR1B	0
P4HA2-AS1	0
MIR6830	0
DUSP27	100
TXLNB	112
MIR3936HG	11
MIR3936	5
WWTR1-AS1	0
TH2LCRR	3
GRIK3	2
ZNF774	19
ANKRD34C	1
LOC105379176	1
MZT2A	2275
CCNI2	1
ACTRT1	0
ERICH5	0
CYGB	6
DCDC2	0
TCF25	2306
PCED1B-AS1	74
DEFB112	0
MIR1289-2	0
LOC105379183	2
MICALL1	351
APCDD1	1
MIR3661	0
PHKA1	0
LOC102546229	0
LINC01843	0
ASCL3	2
ARPC4-TTLL3	0
RAB10	3400
DMBX1	1
C5orf66-AS1	0
C5orf66-AS2	0
CLCA1	0
MTG2	298
MIR5692C1	0
FBXL21P	0
SMAD5-AS1	1
CBWD5	169
MBTD1	481
TRPC7-AS2	0
LOC102724265	4
LOC105379192	0
NPY6R	0
SH3RF3	181
LOC100130172	2
FAM161B	20
BANCR	0
IFT57	29
FBXO2	4
HIF1AN	773
PRB3	1
ABCB1	0
C10orf95	18
RNF146	389
PGAP3	132
SNORD63B	6
SNORD63	10
LOC105379194	0
UFSP1	16
BDKRB1	1
PLEKHG4B	0
CAMSAP2	123
ARPC3	6146
MPP5	292
CDRT4	0
CYP3A7-CYP3A51P	1
SALL1	0
SNORA74D	4
SNORA74A	12
POLR2I	1385
POLE	1855
SCG2	3
FZD5	101
TMPRSS9	14
STAC	43
CXXC5-AS1	1
PSD2-AS1	0
MALINC1	76
LOC101929719	2
UACA	190
KDR	0
KCNN4	433
ANKHD1-EIF4EBP3	8
SKA1	831
CDC42EP5	0
UBQLNL	0
CAVIN3	0
HCRTR1	0
MRPL51	2807
STX1B	5
MIR6831	0
TMOD3	1708
CCL1	1
SMARCE1	2294
MIR3655	0
FAM47B	0
INPP1	132
PPP2R5A	573
ZNF471	0
VTRNA1-2	0
VTRNA1-3	0
CPLANE1	4
SMPDL3A	101
LOC101926905	0
PCDHB17P	0
MAT1A	1
PCDHB18P	0
PCDHB19P	0
HESX1	28
SAP30	696
GMPS	2562
PCDHGB8P	0
PCGF2	80
MMUT	562
ALDH1L2	211
ALG14-AS1	1
ERC2	0
PLAC4	0
GPR32	0
LOC729080	0
GP5	1
GPR160	329
SPRY4-AS1	0
TRIM44	1449
ZRANB1	161
LINC01844	1
ARHGAP26-AS1	0
ARHGAP26-IT1	0
OR10X1	3
TRIM63	1
USP32	464
ZPLD1	0
SNTN	0
MIR5197	0
PRPF39	411
TNFRSF12A	144
ELOA3D	0
TBC1D10A	266
C5orf15	640
CCDC47	1791
XAB2	1627
OTUD7B	99
TCIM	2
TCN1	0
PPP2R2B-IT1	0
STK32A-AS1	0
TMF1	492
JAKMIP2-AS1	2
LVRN	7
IMP3	1977
LOC102546294	1
SIPA1L3	369
FANCM	130
MIR100	0
SH3TC2-DT	5
ZP3	296
MYH3	26
FDX2	288
SIGLEC8	0
GRPEL2-AS1	0
SV2A	12
PHF6	961
ONECUT2	174
ROCK2	876
MIR24-1	0
MIR30A	0
GOLT1A	0
GPRIN3	19
KRT79	0
TCF23	1
MFAP3L	3
NDST1-AS1	2
NMUR1	0
WDR90	439
ZNF300P1	1
GTPBP6	0
UGT1A10	0
CCDC50	0
PABPC1	34721
RASSF3	645
ZPBP	0
MIR6499	0
CLMAT3	0
LOC100652758	35
LINC01933	3
LINC01470	0
LINC01138	5
PRSS40A	0
TM6SF2	0
GASAL1	81
NOD1	231
LINC01861	0
CCDC38	2
MIR3141	0
GCM2	2
ITGA3	88
MIR378H	0
GNAT2	1
ITPKA	654
ITIH4	104
COX17	843
FGF10	0
ENTPD3	0
OR10G7	0
LOC102724404	0
HSPA13	640
SOS2	197
SARAF	2025
ANKRD1	0
LINC02227	0
CCDC153	18
SCGN	0
CYTH2	1609
ZBED3	713
DNAJC14	339
SAFB2	1932
ARL4C	1
DDI2	522
SMPD3	55
LINC02202	1
RNF145	1518
LINC01932	0
LOC285626	0
LINC01845	0
LINC01847	0
TSPAN11	2
FGF7	12
MIR3142HG	25
SERP1	6123
SPCS2	1755
SOWAHC	36
LINC02159	0
TPBGL	0
LINC01202	0
STK4	671
MIG7	0
HMMR-AS1	1
LINC02143	0
LOC102546299	0
LINC01947	0
LOC101927908	0
CTB-178M22.2	0
HNRNPCL3	0
ZNF414	267
PGM2L1	245
LOC101927969	0
LOC728095	0
MIR585	0
MIR378E	0
LINC01187	5
CALR4P	0
LOC100128059	2
LINC01366	15
KCNH7-AS1	0
HOGA1	0
SNORA70J	0
MIR3912	0
ANKRD34B	0
GATA6	39
ZNRF1	1543
MACROH2A1	7792
LOC100288254	4
PRAMEF11	0
LINC01944	0
MIR5003	0
OR2D3	0
OR2AG1	0
LOC100268168	10
SNORA74B	1
CASP4	771
UBE2V2	2468
PADI2	81
MIR8056	0
LOC285593	3
LINC01942	0
LINC01484	0
LINC01485	0
LINC01411	0
MIR4634	0
LINC01951	1
DLEU2	190
LOC100996385	0
LOC100507387	0
LOC643201	397
TBC1D3I	0
RPLP1	44898
USP46	112
RAD51AP2	0
SNORD110	12
SNORD99	6
SNORD45C	4
CDR2L	329
CD248	1
LOC100287036	1
MIR4281	0
RGS21	0
MCM6	3020
LINC01574	1
ZC3H15	2228
USE1	521
LINC02867	0
MFSD14C	60
FAM71F2	3
PRR7-AS1	4
TRIM49D2	0
RPL22L1	640
TMEM131	499
NOMO1	866
EFCAB12	4
RNASEH2C	1243
BORCS8	162
MKX	0
COL15A1	21
PATJ	0
LOC202181	78
COA7	711
LOC105377752	0
LOC728554	304
LOC100128340	5
CCDC27	1
TAF9B	624
POU3F2	23
PSG3	0
AACSP1	0
CRTAM	7
MYO10	268
GTF3C5	1384
LOC101928445	2
CIAPIN1	1167
CLEC18B	1
EFHC2	0
PLXNA2	4
UGT3A1	3
LOC105377763	12
KRTAP5-4	1
LOC100129697	6
MIR1229	0
BBS7	101
LOC100505502	0
LOC100996419	37
PRSS57	55
H3C14	0
GOLT1B	608
HDGFL3	966
DHX37	1209
ATG16L2	1260
LINC02222	0
JMJD7	110
ING4	384
GORASP2	812
LINC00847	191
C2CD4A	1
ACSM6	2
FAM199X	712
MIR8089	0
LINC01962	3
MIR4638	0
SNORD96A	8
SNORD95	2
CTC-338M12.4	41
TRIM52-AS1	309
LINC00266-3	0
LOC285766	0
XIRP2-AS1	0
MACC1-AS1	0
MIR139	0
LINC00423	0
ZNF385D-AS2	0
LOC101927691	0
LINC01622	0
MIR6720	0
FOXCUT	16
SUMO3	3338
GMDS-DT	24
LINC01600	0
LINC02521	0
TPGS1	788
DLX6-AS1	4
MAFG-DT	101
MIR4645	0
SERPINB9P1	1
LOC101927730	0
C8orf88	0
LINC01011	46
LOC101927759	13
CCNYL6	9
GAS6-DT	9
LINC00639	1
ATP6V1F	2997
LOC100422781	0
DGKQ	558
HOTAIRM1	432
CPNE7	3
LOC102724096	1
LINC02533	2
KU-MEL-3	0
LYRM4-AS1	12
MIR32	0
MIR31	0
MIR92A2	0
MIR92A1	0
MIR3691	0
LOC101927972	0
LOC101927950	0
MIR7853	0
MIR5683	0
PAM16	9
SLCO1B1	0
BLOC1S5-TXNDC5	0
PIP5K1P1	2
EEF1E1-BLOC1S5	0
SCARNA27	0
RRP1	2227
LINC02724	11
LINC02749	1
LOC100506207	5
TFAP2A-AS2	17
TFAP2A-AS1	72
MIR5689HG	9
MIR5689	0
TMEM14C	1103
LOC730183	29
LOC101928191	0
ELOVL2-AS1	0
RHPN1	65
RNF208	25
LOC101928253	0
GPR137C	9
ETDC	0
LINC02530	0
WRN	233
TMOD1	119
TLR3	7
TBC1D7-LOC100130357	7
ARRDC4	23
CYP26C1	0
LACRT	0
TIE1	11
CNNM3	612
LINC01108	334
JARID2-AS1	10
MIR4639	0
GOLPH3L	748
LGI2	12
CTNNA2-AS1	0
IPPK	36
SFXN1	1921
LOC101928491	0
LOC102724843	0
LOC105374952	24
XKR8	1
NPHP3	49
ZNF561	183
C1orf158	0
MYH4	0
MIR548A1HG	0
MIR548A1	0
LOC101928519	0
LOC105374960	0
LOC100506885	1
LINC00581	0
LOC105374972	0
CNFN	38
MRPL36	839
LIPA	987
GYG1	1131
TP53INP1	7
BOP1	661
MORC2	531
CMAHP	239
LOC101928663	0
RBFA	891
LOC108783645	0
LUC7L2	393
CFHR1	0
C8orf37	35
CTAG1B	0
MAFA	0
ZHX3	350
BTN2A3P	32
TMEM63A	143
LOC285819	1
LOC105374988	2
GUSBP2	10
LINC00240	2
LOC100270746	0
MIR3143	0
VN1R10P	0
ZNF204P	2
DNAJB13	11
LINC01012	24
LOC100131289	37
UGT1A5	0
ZSCAN12P1	95
ZSCAN16-AS1	419
ZNF192P1	16
TOB2P1	27
SPAG11A	0
TMSB4X	22689
GCNT4	0
UQCRC1	7921
CHROMR	108
ZBED9	0
LINC00533	0
LINC01623	0
LINC01556	0
HCG15	0
BPY2B	0
LOC100129636	0
LOC101929006	0
ZNF230	78
LINC01015	0
HTR1D	0
SNORD32B	0
SERPINB13	0
HLA-F-AS1	5
IFITM4P	0
HCG4	0
HLA-V	0
ZNRD1ASP	1
HCP5B	0
HCG4B	4
HCG9	0
HLA-J	1
ZBTB42	116
ARIH1	1162
NEUROG3	0
CACNA1H	2
RPL13AP20	35
TRIM31-AS1	0
SELENOT	2078
PFN2	0
HCG17	0
HLA-L	4
MIR6891	2
HCG18	65
CYYR1	0
TRIM39-RPP21	0
KCNB1	0
LINC02569	0
MIR877	0
CLDN20	0
RBMX2	728
OTUD6B	496
TRIP13	1200
MDC1-AS1	0
KATNB1	1258
IER3-AS1	0
HCG20	0
LINC00243	0
MIR4640	0
NANOS2	0
MLXIP	1171
FABP1	0
FABP4	2
HCG21	1
PTPRM	14
SFRP1	1
PSORS1C3	0
HCG27	23
SIKE1	914
LINC02571	0
MICA-AS1	12
LINC01149	0
HCG26	3
MICB-DT	3
DELE1	827
ATP6V1G2-DDX39B	3
SNORD117	0
SNORD84	0
DDX39B-AS1	0
LOC100287329	0
CT47B1	0
TNFRSF10C	4
SNORA38	0
MIR6832	0
TBX18	0
ENPP4	0
CHD6	225
NDE1	262
ATXN7L3	1168
MIR92B	1
SVBP	292
LAMP3	0
NDUFA4L2	67
BDH2	175
MIR4646	0
LY6G6E	0
LACTB	731
MTURN	278
MSH5-SAPCD1	0
SAPCD1-AS1	0
PKP1	0
SNORD48	0
SNORD52	0
S100A11	1261
KCNK18	0
WDR93	0
PAPPA	0
SLCO2A1	14
BPIFB4	0
C2-AS1	0
PDILT	0
CYP21A1P	0
TNXA	0
DCD	0
LOC100507547	0
PPT2-EGFL8	0
MIR6721	0
MIR6833	0
KMT2C	733
LOC643802	4
MIR4463	0
HCAR1	1
HCG23	0
HLA-DRB6	0
HLA-DQB1-AS1	0
GSTA4	97
MIR3135B	0
LOC100294145	0
N4BP2	230
LPXN	870
HLA-DPB2	21
HCG24	40
BMP7	0
CCND2	2344
SERPINA6	0
CBFB	1646
CEP162	59
HCG25	0
MIR6873	0
MIR6834	0
MIR5004	0
GGNBP1	0
RNF213	582
LOC101929188	11
MIR3934	2
HCRT	1
GUCY2F	4
VCY	0
IL22RA1	0
LINC01016	2
MIR7159	0
KCNIP1-AS1	0
KPTN	223
NPBWR2	0
NPBWR1	0
XCR1	0
MIR6835	0
RPS10-NUDT3	2
LOC101929243	88
LOC100996750	0
GUCA2B	0
MIOS	421
ACTA1	2
GPR62	1
ASB16	27
MIR7111	12
MIR5690	0
LOC285847	19
GCLM	718
ARID4A	370
KRTAP6-2	0
KRTAP6-1	0
KRTAP13-4	0
DUS4L	116
ST8SIA3	5
FRMPD1	0
POTEH	0
NPC1	556
CHCHD7	2498
MIR3925	0
LARP6	0
DINOL	0
FSBP	0
CAPS	78
MTCH1	4212
MEDAG	2
GSC2	0
BIRC6	934
LINC02520	1
MIR4462	0
SNUPN	745
BCL2L2	274
H2BC10	24
H2BC6	1
H2BC7	57
BTBD9-AS1	1
PLA2G4E	4
TRIM49D1	0
IBTK	980
LRRC74B	0
CEACAM22P	0
CXCL1	0
ZNF705G	0
CASQ2	0
EXOSC10	1290
LINC00951	0
LOC101929555	0
TSPO2	0
ZNF723	0
AHR	2361
HSD3B1	0
FFAR2	20
TULP2	0
ADCY10P1	43
SMU1	1137
RIMBP3	17
DES	0
TREML3P	5
TREML5P	0
LINC01276	0
MIR4641	0
ADTRP	2
MIR34A	0
MIR10B	0
ACOX3	272
ATP6V0CP3	0
LOC401261	38
MIR148A	0
MIR7-3	0
MIR7-2	0
USP17L19	0
USP17L17	0
TALAM1	4
SNORA80E	0
SNHG5	9857
HAS2-AS1	0
CDY2A	0
NME5	0
HAND1	0
SYMPK	1667
GNA11	16
C8G	18
ARPC2	5874
PPIF	3477
PLCG2	1392
MAPK4	0
LINC01139	58
H2BC8	28
H2AC18	0
H2AC17	93
MIR6780B	1
TSPAN13	18
MACROD1	2065
NDUFB11	3795
GPR1-AS	0
MIR28	0
MIR19B2	0
MIR19B1	0
MIR15A	0
MIRLET7E	0
GHRHR	0
ANKRD39	348
CDK13	607
DNAJB2	227
USP43	36
GOLGA6L6	0
LINC02537	1
LINC01512	19
LOC101929705	38
TCAF2	2
BTF3	16122
MIR4647	0
EME1	354
ZNF785	70
MIR4642	0
LOC105375075	0
C15orf54	0
MIR586	0
RNF213-AS1	4
LDC1P	1
GCSIR	1
MYC	3085
LOC101926915	0
LOC101926898	0
LOC101926934	0
MIR376A2	0
MIR508	0
MIR506	0
MIR503	2
MIR501	0
MIR519D	0
RLF	249
AMPH	15
PTCHD4	0
IKZF2	1
IZUMO3	0
LOC101927020	0
LOC101927048	0
MUC6	0
LOC101927082	0
HOXC6	105
LINCMD1	0
CADM4	47
FAM241B	0
ZNF519	385
H3C7	50
CFAP52	2
TRAM2-AS1	88
LOC730101	51
GSTA7P	0
ADAMTSL2	0
RN7SL1	4025
MIR5685	0
RPS16P5	3
LOC101927136	0
LINC01564	0
ARHGAP33	736
LOC101927189	0
MLIP-IT1	0
MLIP-AS1	0
TCAP	25
MIR2110	0
MIR1306	0
GRIN2D	205
SELE	0
STRN	734
DDOST	6475
PIGV	150
FAM71E2	1
ZNF451	509
CPLX3	7
ZNF451-AS1	1
LOC100506188	0
C12orf77	0
MIR548U	0
GUSBP4	34
LINC00680-GUSBP4	0
LINC00680	5
LGSN	0
ZMPSTE24	883
SCAT8	46
NOD2	0
LOC102723883	0
LINC02549	0
LOC101928307	0
MINAR2	0
RHO	0
OAZ1	26282
RPS13	7482
EVADR	0
WDR11	672
LINC01626	0
RASAL2	64
CLIP3	47
DDX50	1235
TLR9	19
CUEDC2	3851
MAP4K1	315
METTL6	190
SCCPDH	1414
NOP58	2303
OR2A4	0
SYCP3	9
KCNQ5-IT1	0
MIR4282	0
KCNQ5-AS1	7
RAB6D	3
MAP3K1	371
COPE	6179
GRAMD4	1202
LOC101928489	1
DEXI	235
PFN3	0
RAB20	658
LOC101928516	0
PTGER2	338
SNORD156	0
LOC100506804	19
LOC101928540	0
TRIM64C	0
LINC02540	0
MPL	1
ITGA1	0
LOC100144595	0
HMGN3-AS1	0
LCT-AS1	4
LINC01621	0
CAMLG	1040
MIR516A2	0
LINC01526	0
LINC02542	3
CT45A5	0
TRIM29	1
PPP1R9B	2080
HINT2	652
KCNJ14	133
DKK4	2
ARSB	176
LOC105377879	0
TMEM259	3932
TBX18-AS1	0
LINC02535	0
SERINC1	1295
COL4A4	4
SULT2B1	41
CS	3949
PDX1	1
SEMG2	0
ATXN7L1	124
RNF150	0
KIAA1210	0
LILRA3	0
SHROOM4	1
ZNF490	81
LRRC47	1299
KIAA1143	857
GABARAP	2086
NFKBIE	852
NFATC3	1000
TRAF4	764
SASH3	1848
HHEX	807
KMT2B	1423
TBRG1	401
TINCR	19
MIR342	0
THRA1/BTR	0
SNORD50B	16
LINC01590	27
CLP1	450
WIPF2	647
CLDN1	0
OR4C15	0
LOC101928911	0
LOC101928936	0
PTP4A1	2032
KCNH3	8
CCR1	104
CLDN4	121
LOC101929057	13
NINJ1	201
MIR4464	0
PTPRG	116
MIR4643	0
CASC6	0
TSG1	0
MANEA-DT	13
BRINP3	1
PNLIPRP1	0
NASP	5962
FOXJ1	1
FOXC1	277
FOXF1	1
FABP5	425
ASIP	4
ARVCF	44
LOC101927314	2
MIR2113	0
PNKY	2
MIR548AI	0
TRMT10A	140
PRPS1	2907
FGF20	0
LOC101927365	23
CCDC73	3
SMURF1	430
SNHG14	117
UCN3	0
MRPL53	875
ALPK2	0
TNFRSF13C	145
MCHR2-AS1	0
FBXO24	16
PCP2	0
SAP25	369
SERPINB6	1571
ACTR10	673
BVES-AS1	0
POPDC3	0
LRATD2	174
TXLNA	1199
LOC105377924	0
TFF1	0
ZFR	1416
LINC02526	1
LINC02532	0
MIR587	0
OSTM1-AS1	0
LINC00222	0
ARMC2-AS1	41
NDUFS3	2308
C1GALT1	676
PCDH12	161
CCDC162P	497
C1orf189	5
PPIL6	22
CD52	9
ZNF66	0
TRAPPC2B	121
CAND1	2041
GPR6	0
DDB1	6069
METTL24	1
CHST3	0
NMB	392
SNORA40C	0
CPSF2	1096
ADGB	0
GSTM2P1	10
SNORD166	0
METTL3	724
FAM83B	0
GPR52	0
TRAF3IP2-AS1	200
PPP1R15A	802
EDC4	1469
LIN37	211
LINC02527	0
NPFF	5
GOLGA6A	0
LINC02518	0
LINC02541	2
PLGLA	0
GOLGA6L5P	18
HDAC2-AS2	6
TUBGCP6	566
LINC02534	0
TPI1P3	0
LINC02716	0
LINC02800	2
LOC100287467	0
LOC149373	0
RIMBP3B	0
WDHD1	659
ACOT12	0
LHX4	18
CAV3	1
ZBTB39	145
TOX4	529
LOC101927919	16
LOC105377967	0
BRD7P3	2
SELENOKP3	0
MIR548B	0
LOC285762	0
LOC105377975	3
MIR3144	0
TBC1D32	56
RTL9	5
METTL2B	423
GPR85	76
TRDN-AS1	0
NKAIN2	3
RNF217-AS1	0
LOC100126584	0
LINC02523	0
CCDC125	382
ZNF578	0
COPS5	1705
GCN1	2664
NCOA7-AS1	0
MIR588	0
RSKR	172
CPTP	458
BAZ1A	1389
MANSC4	0
KCNV2	0
LOC101928140	1
GOLGA7B	104
IL10RB	720
SHFL	150
CD80	0
ATP5PO	6066
ATP2B4	1024
INSL6	1
WDR64	0
ZNF235	20
LCE6A	0
MIR323B	0
MIR3142	0
MCM2	8064
MIR548H5	0
MIR548AJ1	0
LINC01013	2
ITM2C	2002
TAAR3P	0
ABCA1	1
KRI1	1038
SNORD101	4
SNORD100	13
SNORA33	47
LINC00326	0
KIAA1614	39
ROM1	47
DDX23	1732
TARID	0
LINC01312	0
HMGA1P7	0
