chr	start	end	names	pval	qval	genes
chr18	44558967	44558967	cg12672509	0.0078582028968079	0.448400718028971	KATNAL2,TCEB3B
chr18	76262288	76262288	cg01767525	0.0079224627598077	0.449912943950484	
chr18	35147056	35147056	cg17319486	0.0079686084272664	0.45111341484787	
chr18	28622474	28622474	cg14719951	0.0080329000867788	0.452310317949096	DSC3
chr18	63417777	63417777	cg02370605	0.0080615374346485	0.452915379173592	CDH7
chr18	14748221	14748221	cg13266435	0.0082613738707956	0.457765077741416	ANKRD30B
chr18	11881089	11881089	cg24312850	0.0083476580908445	0.459228284461402	GNAL
chr18	76739560	76739560	cg16580499	0.008400320231874	0.460661110681986	
chr18	76462312	76462312	cg16824643	0.0084290315707898	0.461553252007762	
chr18	76266438	76266438	cg07175288	0.0086858390778156	0.467520884909222	
chr18	76785452	76785452	cg16244318	0.0087612361490734	0.468938509405613	
chr18	7117680	7117680	cg07846220	0.0087846513351934	0.469662036767096	LAMA1
chr18	6284570	6284570	cg00669119	0.0092323801935007	0.479453585214815	L3MBTL4
chr18	71959313	71959313	cg25481635	0.009578233902356	0.4870802775978	
chr18	31803674	31803674	cg20914464	0.0097905113229655	0.49193374576082	NOL4,RP11-379L18.1
chr18	44545808	44545808	cg07202581	0.0098211012805437	0.492691127860497	KATNAL2
chr18	44787492	44787492	cg18074954	0.0100164085393326	0.496113320712466	
chr18	13641530	13641530	cg25140190	0.0101176300264909	0.497987099694369	LDLRAD4
chr18	76740088	76740088	cg05884032	0.0102087046073329	0.4994928736165	
chr18	3880077	3880077	cg16448399	0.0102375279375294	0.49978886860845	DLGAP1,DLGAP1-AS3
chr19	14274040	14274040	cg00037314	2.61742606429413e-06	0.054171566000017	CTB-55O6.12,LPHN1
chr19	17439339	17439339	cg00650809	8.26785703748934e-06	0.054171566000017	ANO8
chr19	12880789	12880789	cg01632288	2.01680333042014e-05	0.054171566000017	HOOK2
chr19	54485404	54485404	cg03593550	9.20870818711367e-06	0.054171566000017	CACNG8
chr19	19368776	19368776	cg03775416	1.39873240767415e-05	0.054171566000017	AC138430.4,HAPLN4
chr19	17439938	17439938	cg07086492	1.18931396221565e-05	0.054171566000017	ANO8
chr19	47960593	47960593	cg11275630	9.19617957175772e-06	0.054171566000017	SLC8A2
chr19	51220203	51220203	cg11573093	6.85403811417586e-06	0.054171566000017	SHANK1
chr19	17439208	17439208	cg12526923	1.11111112974847e-05	0.054171566000017	ANO8
chr19	53636108	53636108	cg15202738	1.21805267815868e-05	0.054171566000017	ZNF347,ZNF415
chr19	2717422	2717422	cg15694117	8.9841417437878e-06	0.054171566000017	DIRAS1
chr19	42600279	42600279	cg18397073	1.62869639969075e-05	0.054171566000017	POU2F2
chr19	3595778	3595778	cg21221840	1.35027368888907e-05	0.054171566000017	TBXA2R
chr19	17439877	17439877	cg24192660	2.98589466427053e-06	0.054171566000017	ANO8
chr19	2717293	2717293	cg25735398	4.48102009823265e-06	0.054171566000017	DIRAS1
chr19	15582776	15582776	cg25994622	8.74561977798748e-06	0.054171566000017	PGLYRP2
chr19	10624955	10624955	cg26918756	4.45134647597323e-06	0.054171566000017	S1PR5
chr19	58879858	58879858	cg02384543	2.71165476610686e-05	0.0543206248802127	ZNF837
chr19	38747379	38747379	cg02571816	2.75923509475658e-05	0.0543206248802127	SPINT2
chr19	38747375	38747375	cg22557662	2.67576248460109e-05	0.0543206248802127	SPINT2
chr19	17440072	17440072	cg22813366	2.25076717864157e-05	0.0543206248802127	ANO8
chr19	1466648	1466648	cg05620923	3.48302350476921e-05	0.0543707177967035	APC2,C19orf25
chr19	56688424	56688424	cg06635764	3.07554147956507e-05	0.0543707177967035	GALP
chr19	55314884	55314884	cg08326410	3.11142410701661e-05	0.0543707177967035	KIR2DL4,KIR3DL1
chr19	38747356	38747356	cg09515953	3.10075282621679e-05	0.0543707177967035	SPINT2
chr19	1467033	1467033	cg10169241	2.87071387588974e-05	0.0543707177967035	APC2,C19orf25
chr19	49224166	49224166	cg13974464	3.35576050864716e-05	0.0543707177967035	RASIP1
chr19	49934578	49934578	cg03282345	3.5975945449348e-05	0.0550731515654561	SLC17A7
chr19	51219168	51219168	cg15591578	3.6778849018971e-05	0.0550731515654561	SHANK1
chr19	44278551	44278551	cg11624345	3.80620227301824e-05	0.0551012872280427	KCNN4
chr19	57683844	57683844	cg13337047	3.92154485195769e-05	0.0553371048844476	
chr19	36435544	36435544	cg21035402	3.97261048848366e-05	0.055490462612005	LRFN3
chr19	54483533	54483533	cg20122943	4.31627503368125e-05	0.0556883318141202	CACNG8
chr19	42618408	42618408	cg21596498	4.40733544205555e-05	0.0556883318141202	POU2F2
chr19	19655748	19655748	cg05246403	4.75513047725957e-05	0.0568285031088732	CILP2
chr19	3587039	3587039	cg17705066	5.03678577231605e-05	0.0574970328465066	GIPC3
chr19	48232106	48232106	cg25720930	4.98964738635027e-05	0.0574970328465066	CTD-2571L23.8,EHD2
chr19	54290906	54290906	cg05882315	5.45618091211831e-05	0.0578403073828547	MIR371B
chr19	51216389	51216389	cg06930757	5.57820290286834e-05	0.0582635043887498	SHANK1
chr19	58545150	58545150	cg21331821	5.61702558420859e-05	0.0583621533629685	
chr19	59074482	59074482	cg17735983	5.82733168901453e-05	0.0589438365507034	AC016629.8,MZF1
chr19	50826970	50826970	cg12955872	6.22471497138624e-05	0.0595530723273388	KCNC3
chr19	55314879	55314879	cg01454237	6.42059885068657e-05	0.0596618614493153	KIR2DL4,KIR3DL1
chr19	3587573	3587573	cg26709695	6.74693205704943e-05	0.0603134549055003	GIPC3
chr19	4556012	4556012	cg25655324	6.86832352188695e-05	0.0607155438494475	SEMA6B
chr19	1465556	1465556	cg12154045	7.21317401866213e-05	0.0615974473485097	APC2,C19orf25
chr19	48698419	48698419	cg03950599	7.29766976672639e-05	0.0617657911216746	C19orf68,CARD8,ZNF114
chr19	49964960	49964960	cg19620840	7.57314891157285e-05	0.0622354563449658	ALDH16A1
chr19	59074006	59074006	cg05014211	7.99198818254353e-05	0.0629245912912735	AC016629.8,MZF1
chr19	3595833	3595833	cg04948286	8.24262379652095e-05	0.0636548161113578	TBXA2R
chr19	14273676	14273676	cg22791904	8.78289201356248e-05	0.0643983805620442	CTB-55O6.12,LPHN1
chr19	10625429	10625429	cg19431272	8.86234335705548e-05	0.0645455206587346	S1PR5
chr19	49224034	49224034	cg13428516	9.11856352575067e-05	0.0652244226631007	RASIP1
chr19	55944452	55944452	cg11982190	9.17241533098135e-05	0.0654555955907026	SHISA7
chr19	21933937	21933937	cg25468220	9.24552146332369e-05	0.0656793517130737	RP11-420K14.6,ZNF100
chr19	54290903	54290903	cg24823137	0.0001012173722986	0.0681340541229807	MIR371B
chr19	55281275	55281275	cg01387220	0.000107933583937	0.0692733812010263	CTB-61M7.1,KIR2DL1,KIR2DL3,KIR2DL4,KIR3DL1
chr19	2926894	2926894	cg21941223	0.0001073341977174	0.0692733812010263	
chr19	54485327	54485327	cg18055623	0.0001245093131293	0.0723600376393548	CACNG8
chr19	13122568	13122568	cg24135793	0.0001269310937085	0.0728585602396731	NFIX
chr19	57351322	57351322	cg02478023	0.0001370416769009	0.0752209188173618	PEG3,ZIM2
chr19	50027944	50027944	cg00270093	0.0001387100457936	0.0754098173963142	FCGRT
chr19	1461210	1461210	cg24883899	0.0001415303289806	0.0758862368689889	APC2,C19orf25,CTB-25B13.12
chr19	59073903	59073903	cg26482665	0.0001435202378997	0.0759603510451277	AC016629.8,MZF1
chr19	50029815	50029815	cg15082435	0.0001441097598741	0.0760559586396668	
chr19	55944865	55944865	cg09521703	0.0001445277251701	0.0762214039686322	SHISA7
chr19	54290914	54290914	cg20644425	0.0001492042701369	0.0769743576328552	MIR371B
chr19	13617092	13617092	cg22491927	0.000149465913472	0.0769790000004802	CACNA1A
chr19	32836082	32836082	cg15525934	0.00015437334204	0.077871979921235	
chr19	58570454	58570454	cg02473540	0.0001552958722222	0.0779241199760572	
chr19	3595703	3595703	cg14938419	0.000161210943499	0.0790789375892787	TBXA2R
chr19	50030462	50030462	cg03907174	0.0001619636318108	0.079106423455981	
chr19	1487020	1487020	cg25623174	0.0001628175597104	0.0792382159849158	PCSK4
chr19	55235974	55235974	cg23404467	0.0001707434501129	0.0810288169095164	KIR3DL1
chr19	31770188	31770188	cg03555203	0.0001794487266803	0.0829130534302595	TSHZ3
chr19	38886658	38886658	cg26254045	0.0001814038412219	0.0830977335178292	SPRED3
chr19	21933539	21933539	cg10589018	0.0001845322667734	0.083523567737419	ZNF100
chr19	59074309	59074309	cg08447733	0.0001915389330362	0.0851189062254897	AC016629.8,MZF1
chr19	12624466	12624466	cg22637867	0.0001920548465124	0.0851870303647866	ZNF709
chr19	15281517	15281517	cg21726593	0.0001964437053031	0.0859633126631171	NOTCH3
chr19	57683688	57683688	cg13122377	0.0001972728465749	0.0861456387530951	
chr19	58545160	58545160	cg24368848	0.0002074817304866	0.0881163411914477	
chr19	14261859	14261859	cg19681357	0.0002121593510071	0.089005988850856	CTB-55O6.12,LPHN1
chr19	49828788	49828788	cg13373371	0.0002123647180713	0.0890088581339159	
chr19	21933386	21933386	cg12404284	0.0002198329196509	0.0904166473478687	ZNF100
chr19	51189976	51189976	cg20748533	0.000222150026345	0.09096374300036	SHANK1
chr19	55800930	55800930	cg21725701	0.0002250539953372	0.0913973049590972	BRSK1
chr19	57019069	57019069	cg00674365	0.0002301677877693	0.0919057406268587	
chr19	56089807	56089807	cg16534196	0.0002302665813539	0.0919057406268587	ZNF579
chr19	54481468	54481468	cg17780246	0.000231314864454	0.0921169271083258	CACNG8
chr19	53496738	53496738	cg19429281	0.0002371640640622	0.0932923614849576	ZNF702P
chr19	54290997	54290997	cg08239565	0.000242005651407	0.094117890613828	MIR371B
chr19	1999003	1999003	cg10677351	0.0002425209504003	0.0941366438061465	BTBD2
chr19	2859107	2859107	cg19561908	0.0002507567931798	0.0956035294594924	ZNF555
chr19	58545001	58545001	cg14886059	0.0002703097111336	0.098909200450524	
chr19	10403909	10403909	cg10604476	0.0002707734513325	0.0989714586446331	ICAM5
chr19	51190180	51190180	cg09284949	0.0002717458045728	0.0990874638800553	SHANK1
chr19	17600122	17600122	cg02707854	0.0002869025768857	0.101297951506077	CTD-3131K8.2,SLC27A1
chr19	5062236	5062236	cg02801993	0.0002928729104274	0.10215382658682	KDM4B
chr19	54445377	54445377	cg19925849	0.0003094328885819	0.104748574920556	CACNG7
chr19	13617095	13617095	cg17509967	0.000313180768346	0.105111720038687	CACNA1A
chr19	50027778	50027778	cg00562139	0.0003146075509557	0.105319235896748	FCGRT
chr19	2278619	2278619	cg27341866	0.0003209400078773	0.106264343297877	C19orf35
chr19	1506256	1506256	cg02390241	0.0003267120327505	0.107114141973224	ADAMTSL5
chr19	2930848	2930848	cg22835941	0.0003373846410732	0.108949950369315	
chr19	57352074	57352074	cg26349266	0.0003419807108831	0.109395304283977	PEG3,ZIM2
chr19	50869007	50869007	cg19901005	0.0003540504341538	0.11176177936794	NAPSA,NR1H2
chr19	306672	306672	cg07618159	0.0003635175210329	0.112683720266135	MIER2
chr19	4241983	4241983	cg24388263	0.0003662939633792	0.112842214977277	
chr19	57618436	57618436	cg27288226	0.0003711988839734	0.113627664529302	
chr19	56989740	56989740	cg24411929	0.0003739749144419	0.114073893054205	ZNF667-AS1
chr19	49842036	49842036	cg10768321	0.0004003808444733	0.117480469997646	CD37,CTC-301O7.4
chr19	55361762	55361762	cg23483108	0.0004032272340693	0.117901836693551	KIR3DL1
chr19	36430655	36430655	cg18576800	0.0004074169349899	0.118339886874226	LRFN3
chr19	2522340	2522340	cg20124376	0.0004095974625886	0.118540725842727	GNG7
chr19	50025116	50025116	cg10614856	0.0004311773433584	0.120627709990182	FCGRT
chr19	50929079	50929079	cg21152077	0.0004337551821391	0.120882115140431	CTD-2545M3.6,SPIB
chr19	519036	519036	cg06595479	0.0004376566486016	0.121433761071653	TPGS1
chr19	48110023	48110023	cg09554099	0.0004413089441615	0.121725291696194	
chr19	4221628	4221628	cg25440353	0.0004637703129289	0.124540200612955	ANKRD24
chr19	640966	640966	cg25754733	0.0004639468122152	0.124540200612955	FGF22
chr19	50029807	50029807	cg26225829	0.0004888612403684	0.127370015151244	
chr19	14276912	14276912	cg08173263	0.0004910984232762	0.127577004667128	CTB-55O6.12,LPHN1
chr19	1467009	1467009	cg04203646	0.000502267231562	0.128496529779253	APC2,C19orf25
chr19	58879060	58879060	cg24052338	0.0005102434128269	0.129391003728257	ZNF837
chr19	4550239	4550239	cg14272073	0.0005337339636925	0.132344160340061	SEMA6B
chr19	41133212	41133212	cg15794640	0.0005346370873341	0.13241088710189	LTBP4
chr19	35264165	35264165	cg12019980	0.0005359324470872	0.132456814216893	
chr19	44285974	44285974	cg18506018	0.0005401468924612	0.132800427936963	
chr19	52297969	52297969	cg06784466	0.0005485639950425	0.134010608039446	FPR1
chr19	51186979	51186979	cg22598669	0.0005934164061002	0.138976040735923	SHANK1
chr19	55314050	55314050	cg01306806	0.0005949819990267	0.139068968230263	KIR2DL4,KIR3DL1
chr19	4218063	4218063	cg12040834	0.0006004893805679	0.139303864427271	ANKRD24
chr19	51220193	51220193	cg12298955	0.0006018406771406	0.139391450534597	SHANK1
chr19	52643208	52643208	cg25335229	0.000604856343148	0.139850889233595	CTC-471J1.8
chr19	55235980	55235980	cg20977982	0.0006079674226605	0.140182218530952	KIR3DL1
chr19	57352014	57352014	cg15777825	0.0006094102147041	0.140339261002913	PEG3,ZIM2
chr19	31640693	31640693	cg26495716	0.0006159438856947	0.141082798997579	AC020952.1
chr19	19369328	19369328	cg17921484	0.0006287119511084	0.142179105967869	AC138430.4,HAPLN4
chr19	51168305	51168305	cg07526227	0.0006357698377872	0.143026553809444	SHANK1,SYT3
chr19	19656473	19656473	cg08509063	0.0006524592818077	0.144920904036393	CILP2
chr19	58570428	58570428	cg06454760	0.0006684675082168	0.146416529557373	
chr19	55586180	55586180	cg24021800	0.0006736861430574	0.146976445359514	EPS8L1
chr19	55544921	55544921	cg19589161	0.0006952916624443	0.149050774885205	CTC-550B14.6,CTC-550B14.7,GP6
chr19	7584661	7584661	cg25636354	0.0007046186083383	0.149920084234971	ZNF358
chr19	2927396	2927396	cg18489606	0.000715040217219	0.150624678017846	
chr19	55265742	55265742	cg06887555	0.0007516486077611	0.154352926268404	CTB-61M7.1,KIR2DL3,KIR2DL4,KIR3DL1
chr19	38886667	38886667	cg14542583	0.0007513799322657	0.154352926268404	SPRED3
chr19	2858945	2858945	cg23513183	0.000764875071945	0.155571093562969	ZNF555
chr19	10624123	10624123	cg11813862	0.0007678352679048	0.155866402941488	S1PR5
chr19	55595023	55595023	cg07608565	0.0007726818006224	0.156207829862838	EPS8L1
chr19	2731231	2731231	cg25284089	0.0007752574347098	0.156432344024956	AC006538.4
chr19	57019280	57019280	cg19358877	0.000776789453413	0.156516182912178	ZNF471
chr19	5065641	5065641	cg04406115	0.0007773549815894	0.156553071453786	KDM4B
chr19	44274910	44274910	cg01447572	0.0007848760527626	0.1570706377264	KCNN4
chr19	57019016	57019016	cg11539780	0.0007939092380893	0.15784463083698	
chr19	34112991	34112991	cg19594305	0.0008049973198744	0.158939690638814	CHST8
chr19	57019005	57019005	cg14042851	0.000819782946026	0.160606322409367	
chr19	1466498	1466498	cg15709766	0.0008356887711827	0.162276306726634	APC2,C19orf25
chr19	30862848	30862848	cg15977798	0.0008513628433413	0.163716811853866	ZNF536
chr19	1112328	1112328	cg24251439	0.0008594512621667	0.164620979426915	SBNO2
chr19	19231829	19231829	cg19262631	0.0008870167712937	0.166595585450118	TMEM161A
chr19	54406294	54406294	cg04421162	0.0008987655242774	0.167927835177302	PRKCG
chr19	57352134	57352134	cg02162069	0.0009147983286135	0.169257422925253	
chr19	57019022	57019022	cg19811761	0.0009162593115749	0.169257422925253	
chr19	4536321	4536321	cg08662766	0.000947741040855	0.171990166603686	CTB-50L17.14
chr19	2889209	2889209	cg07504200	0.0009508275768069	0.172336002635613	
chr19	3687922	3687922	cg06358131	0.0009738207708548	0.174235286492202	PIP5K1C
chr19	643457	643457	cg02775417	0.0009906957183341	0.175898287993121	FGF22
chr19	2941933	2941933	cg19689947	0.0009967690032351	0.17652637466791	ZNF77
chr19	56989813	56989813	cg21287936	0.0010333917781428	0.179536352684996	ZNF667-AS1
chr19	10406365	10406365	cg25470077	0.0010359247406899	0.179689492177972	ICAM5
chr19	55107440	55107440	cg23184503	0.0010425806124503	0.180096099368304	LILRA1,LILRB1
chr19	44952767	44952767	cg10166283	0.0010717090054154	0.182523514513745	
chr19	360073	360073	cg00693060	0.0010843531655053	0.183142649286323	
chr19	17597534	17597534	cg09325679	0.0010881079115052	0.183372414457493	SLC27A1
chr19	55593580	55593580	cg12020396	0.0011039797804411	0.184779804669657	EPS8L1
chr19	55173527	55173527	cg25975071	0.0011082044663077	0.185116016364192	LILRB4
chr19	51218801	51218801	cg22881976	0.0011246720634769	0.186820799434284	SHANK1
chr19	37096488	37096488	cg04332534	0.001136948606637	0.187806362329622	ZNF382
chr19	4101947	4101947	cg08468472	0.0011581536373842	0.189699810493615	MAP2K2
chr19	56089494	56089494	cg17142486	0.0011606709548333	0.189855950307993	ZNF579
chr19	17799384	17799384	cg04986579	0.0011854958048818	0.191461886258492	UNC13A
chr19	14262277	14262277	cg21048262	0.0011840460945541	0.191461886258492	CTB-55O6.12,LPHN1
chr19	50837721	50837721	cg18787876	0.0012200754953381	0.194174003970777	NAPSB,NR1H2
chr19	3465714	3465714	cg07482222	0.0012299045077145	0.194331425804344	NFIC
chr19	50192739	50192739	cg00507154	0.0012352982659168	0.194774976020362	ADM5,CTB-33G10.6
chr19	58879872	58879872	cg03781262	0.0012471955043293	0.195547052784083	ZNF837
chr19	19231969	19231969	cg14818866	0.0012722594294415	0.197551428429575	TMEM161A
chr19	8661265	8661265	cg23188331	0.0012854113490568	0.198537425557246	ADAMTS10
chr19	50027885	50027885	cg07497190	0.0012869905576517	0.198691267807762	FCGRT
chr19	37894763	37894763	cg14942863	0.0012999923853264	0.199217341673392	
chr19	57049777	57049777	cg25963041	0.00130557073001	0.199385711702267	AC005498.3
chr19	49842656	49842656	cg02189760	0.0013194894053621	0.200623375309531	CD37,CTC-301O7.4
chr19	54485321	54485321	cg07785717	0.0013225115466726	0.200726496247913	CACNG8
chr19	2947905	2947905	cg10249570	0.0013841648742705	0.205454041876137	
chr19	14225172	14225172	cg19586199	0.0014240996918986	0.208568710455449	PRKACA
chr19	23084806	23084806	cg14550457	0.0014339334540477	0.209381353826546	
chr19	440702	440702	cg12193249	0.0014380010987841	0.209628575342852	SHC2
chr19	1230171	1230171	cg27320983	0.0014468807101668	0.210169801143266	C19orf26
chr19	19038995	19038995	cg22923050	0.0014549966048594	0.210725786024248	AC002985.3,DDX49
chr19	53400934	53400934	cg07813608	0.0014614007366613	0.211104302090222	ZNF320
chr19	10407185	10407185	cg04295144	0.0014977507524094	0.213518834345632	ICAM5
chr19	51189671	51189671	cg13536060	0.0014977969798637	0.213518834345632	SHANK1
chr19	56739789	56739789	cg18744021	0.0015018362509354	0.213785964858041	ZSCAN5A
chr19	17563139	17563139	cg21464435	0.0015045579369144	0.213862273607619	CTD-2521M24.10,CTD-2521M24.11
chr19	11472261	11472261	cg08326019	0.0015435885402384	0.21620954614574	DKFZP761J1410
chr19	51190048	51190048	cg11284196	0.0015472328892375	0.216528961429662	SHANK1
chr19	10403936	10403936	cg21994045	0.0015485276088942	0.216540706705221	ICAM5
chr19	58609602	58609602	cg25784220	0.0015564288641607	0.217170570564455	ZSCAN18
chr19	45656349	45656349	cg18585988	0.0015572443736198	0.217248073040804	MARK4,NKPD1
chr19	15622718	15622718	cg08840230	0.0015637878650717	0.21749762099569	CYP4F22
chr19	39805851	39805851	cg01174276	0.001571446345681	0.217945225288298	CTC-246B18.8,LRFN1
chr19	37157634	37157634	cg21838880	0.0015724031556239	0.217945225288298	ZNF461
chr19	56989102	56989102	cg03289872	0.0015745603928276	0.218041563500206	ZNF667,ZNF667-AS1
chr19	58446758	58446758	cg12961842	0.0015892095496862	0.218892718608345	ZNF418
chr19	50931876	50931876	cg19387862	0.0015972545194697	0.219444795296192	SPIB
chr19	7584680	7584680	cg01773515	0.0016080185058034	0.219852185150087	ZNF358
chr19	19648891	19648891	cg07002447	0.0016054273508555	0.219852185150087	
chr19	9609396	9609396	cg18568589	0.0016190398996638	0.220355270498634	CTC-543D15.3
chr19	41729658	41729658	cg27579501	0.0016187074166314	0.220355270498634	AXL
chr19	46181546	46181546	cg19822309	0.00162633907088	0.220784235115593	GIPR
chr19	52956833	52956833	cg25763393	0.0016304398768673	0.220826105691967	ZNF578
chr19	21933451	21933451	cg00704626	0.0016443883468549	0.221213516790188	ZNF100
chr19	49843922	49843922	cg01468567	0.0016414005234265	0.221213516790188	CD37,TEAD2
chr19	14203253	14203253	cg09906922	0.0016436806322687	0.221213516790188	PRKACA
chr19	18980744	18980744	cg19256094	0.00164268769672	0.221213516790188	CERS1,GDF1
chr19	38855605	38855605	cg22703945	0.0016474593882037	0.22123815965553	CATSPERG
chr19	39798564	39798564	cg11199014	0.0016494594510864	0.221440190953297	LRFN1
chr19	1467979	1467979	cg19333963	0.0016923287678045	0.224294376023478	APC2,C19orf25
chr19	15478826	15478826	cg07866762	0.0017155617484642	0.226082296901967	AKAP8
chr19	58867670	58867670	cg05317207	0.001727944602032	0.227000310287211	CTD-2619J13.8,ZNF497
chr19	1524450	1524450	cg02789965	0.0017312614739076	0.2270765932649	PLK5
chr19	4832024	4832024	cg15457276	0.0017517225235019	0.228611693695966	
chr19	12984170	12984170	cg21073930	0.001758938552764	0.229070233407916	MAST1
chr19	55309528	55309528	cg19380156	0.0017988321037389	0.231326596340648	CTB-61M7.1,KIR2DL4,KIR3DL1
chr19	58907509	58907509	cg06853142	0.0018105302903709	0.232258896005578	AC012313.1
chr19	7681599	7681599	cg11902379	0.0018245147788785	0.233122087624794	CAMSAP3
chr19	36736873	36736873	cg15148683	0.0018386971842624	0.233944930414525	ZNF565
chr19	16986823	16986823	cg03384915	0.001845205558268	0.234379265559426	SIN3B
chr19	1049288	1049288	cg02807077	0.0018706286555455	0.235705443557388	ABCA7
chr19	56089013	56089013	cg26909564	0.0018917847142123	0.237396389342107	ZNF579
chr19	53934743	53934743	cg19270197	0.0019030821047259	0.238059744009026	
chr19	55798478	55798478	cg22577385	0.0019413978905595	0.240657860428587	BRSK1
chr19	5132063	5132063	cg15174682	0.0019463218541887	0.240765178491519	KDM4B
chr19	42603117	42603117	cg22512651	0.0019496654890824	0.240860671144153	POU2F2
chr19	58880633	58880633	cg21809744	0.0019746286128393	0.242545714280552	ZNF837
chr19	4546435	4546435	cg09321959	0.0019872380565019	0.243069245052508	SEMA6B
chr19	1992952	1992952	cg13747275	0.0020113018862037	0.244747167062722	BTBD2
chr19	10625775	10625775	cg02189843	0.0020694797224955	0.248001615511813	S1PR5
chr19	2652259	2652259	cg27176392	0.002075349209606	0.248344473660714	GNG7
chr19	57172405	57172405	cg08324152	0.0020847367864961	0.248932948582394	
chr19	19625364	19625364	cg08928145	0.0020949348367957	0.249263391676971	TSSK6
chr19	55664447	55664447	cg12133721	0.0021010102958186	0.249556288192694	TNNI3
chr19	55963863	55963863	cg04771669	0.002115114057631	0.250235276983357	
chr19	55344060	55344060	cg10195200	0.0021187378724721	0.250463775889755	KIR3DL1
chr19	44731294	44731294	cg07563409	0.0021219068673733	0.250613011087961	ZNF227
chr19	2038601	2038601	cg18302899	0.0021262616826473	0.250914497369657	MKNK2
chr19	7680444	7680444	cg08098964	0.0021552097359476	0.253150474965906	CAMSAP3
chr19	17438249	17438249	cg00538604	0.0021581430917235	0.253245768662102	ANO8
chr19	2000559	2000559	cg04246726	0.0021680909012357	0.253712566092328	BTBD2
chr19	35418216	35418216	cg23684682	0.0021777517900772	0.254047929602565	ZNF30
chr19	6166120	6166120	cg03658337	0.0021848062822039	0.254338121960681	ACSBG2,RFX2
chr19	56089276	56089276	cg05920653	0.0021921605143079	0.254661924277499	ZNF579
chr19	54825150	54825150	cg21293500	0.0022111962261221	0.255311103828687	AC008984.2
chr19	1467952	1467952	cg03306486	0.0022170584931134	0.255634647567443	APC2,C19orf25
chr19	49065230	49065230	cg24813180	0.0022196023000487	0.255857327418365	SULT2B1
chr19	38183254	38183254	cg03611452	0.0022262755854155	0.25618402123456	CTD-2528L19.4
chr19	55740188	55740188	cg26457013	0.0022507214138813	0.257631426472967	AC010327.2,TMEM86B
chr19	52643173	52643173	cg26240532	0.0022790333535094	0.259662467083279	CTC-471J1.8,ZNF616
chr19	55361904	55361904	cg01532713	0.002290586664461	0.260278660071917	KIR3DL1,KIR3DL2
chr19	50031561	50031561	cg04558175	0.0022964309815189	0.26057981135219	RCN3
chr19	12882053	12882053	cg09283636	0.0022988786311062	0.26057981135219	HOOK2
chr19	54024324	54024324	cg15205507	0.0022996621992041	0.260621366393106	ZNF331
chr19	56879554	56879554	cg15708153	0.0023367216431607	0.262507690464866	ZNF542,ZSCAN5A
chr19	56616707	56616707	cg25510090	0.0023702693235767	0.26439596286735	ZNF787
chr19	57050360	57050360	cg24152605	0.0023842731463687	0.265179043452889	ZFP28
chr19	50193022	50193022	cg14440600	0.0023960730251611	0.265748421046336	ADM5,CTB-33G10.6
chr19	50046478	50046478	cg03344109	0.0024634231478847	0.269289045885732	RCN3
chr19	42031482	42031482	cg11737062	0.0024714099752079	0.269840757630288	
chr19	17605696	17605696	cg15507500	0.002503841620437	0.271292158133084	CTD-3131K8.2,SLC27A1
chr19	2774521	2774521	cg01227084	0.0025606794636442	0.273704067916935	SGTA
chr19	2278774	2278774	cg08399733	0.002576033232732	0.274098991945011	C19orf35
chr19	1493169	1493169	cg11323255	0.0025974400313791	0.275165883857889	REEP6
chr19	2643085	2643085	cg15425921	0.0026147382693203	0.276072341632358	CTC-265F19.1,GNG7
chr19	8650113	8650113	cg19640789	0.0026579357847458	0.278241710266736	ADAMTS10
chr19	37407258	37407258	cg21761844	0.0027094350318074	0.281323875085899	ZNF568
chr19	14262410	14262410	cg25726085	0.0027440313530098	0.282859383944875	CTB-55O6.12,LPHN1
chr19	51220392	51220392	cg18589960	0.0027792540392445	0.284309329148545	SHANK1
chr19	14274172	14274172	cg24530000	0.0027951491338181	0.285141349220897	CTB-55O6.12,LPHN1
chr19	21269098	21269098	cg02583841	0.0028045113003016	0.285455752573796	ZNF714
chr19	58629901	58629901	cg14231297	0.0028065215827521	0.285496244601801	
chr19	37825320	37825320	cg13687570	0.0028431155278436	0.287139347074007	HKR1
chr19	55964093	55964093	cg03735012	0.0028790339730036	0.288516089990878	
chr19	2866619	2866619	cg12846567	0.0028867849491154	0.288853409293388	
chr19	2926883	2926883	cg03606898	0.0029325697013317	0.291191308888663	
chr19	56215568	56215568	cg27479396	0.002972560347235	0.293175871016657	EPN1
chr19	50762585	50762585	cg12301087	0.0030197351924882	0.295945432034218	MYH14
chr19	18118801	18118801	cg10791911	0.0030494218268871	0.297305462889028	ARRDC2
chr19	37795026	37795026	cg26585454	0.0030739683103628	0.298574003373598	
chr19	8672609	8672609	cg27015773	0.0030773163442844	0.298780807042102	ADAMTS10
chr19	51171713	51171713	cg01427575	0.0030777549868168	0.298788668722504	SHANK1
chr19	48180472	48180472	cg15781542	0.0031484653178509	0.302174267933615	CTD-2571L23.8,GLTSCR1
chr19	38183260	38183260	cg25324105	0.0031566607983064	0.302580878683237	CTD-2528L19.4
chr19	58545729	58545729	cg20449685	0.0031814668259237	0.303773536202909	ZSCAN1
chr19	19369198	19369198	cg26136534	0.0031936690037739	0.30421808869559	AC138430.4,HAPLN4
chr19	37997992	37997992	cg18154014	0.0032398233670682	0.306299706365019	ZNF793
